case_id,task_id,event_label,resource,start_time,completion_time
7105,39999,W_Call after offers,User_33,2020-02-29 01:09:17.057437,2020-02-29 01:13:12.232180
7139,39998,W_Complete application,User_2,2020-02-29 01:08:53.753077,2020-02-29 01:13:19.210133
4384,35109,W_Call after offers,User_18,2020-02-29 01:08:24.858130,2020-02-29 01:14:43.522350
7110,34975,W_Complete application,User_95,2020-02-29 01:09:17.057437,2020-02-29 01:14:44.954404
7142,40000,W_Call after offers,User_24,2020-02-29 01:11:24.795964,2020-02-29 01:15:03.109297
7145,35010,W_Call after offers,User_30,2020-02-29 01:11:24.795964,2020-02-29 01:16:21.268838
5693,35118,W_Call after offers,User_18,2020-02-29 01:14:43.522350,2020-02-29 01:16:42.923932
5750,35126,W_Call after offers,User_18,2020-02-29 01:16:42.923932,2020-02-29 01:19:24.374024
5693,40005,W_Validate application,User_2,2020-02-29 01:16:42.923932,2020-02-29 01:19:56.021893
3580,35132,W_Call after offers,User_18,2020-02-29 01:19:24.374024,2020-02-29 01:20:17.256094
3474,39986,W_Validate application,User_10,2020-02-29 01:00:16.751712,2020-02-29 01:20:31.205165
5750,40006,W_Call after offers,User_33,2020-02-29 01:19:24.374024,2020-02-29 01:21:11.345853
5725,35139,W_Call after offers,User_18,2020-02-29 01:20:17.256094,2020-02-29 01:22:32.794152
5747,35149,W_Call after offers,User_18,2020-02-29 01:22:32.794152,2020-02-29 01:23:56.775294
5693,40007,W_Call incomplete files,User_24,2020-02-29 01:19:56.021893,2020-02-29 01:24:05.486197
5690,39994,W_Validate application,User_10,2020-02-29 01:20:31.205165,2020-02-29 01:24:32.558277
7151,35016,W_Complete application,User_30,2020-02-29 01:16:21.268838,2020-02-29 01:25:03.730339
7105,40001,W_Call after offers,User_10,2020-02-29 01:24:32.558277,2020-02-29 01:26:38.174021
3580,40008,W_Call after offers,User_10,2020-02-29 01:26:38.174021,2020-02-29 01:27:23.488048
5693,40013,W_Call incomplete files,User_2,2020-02-29 01:24:05.486197,2020-02-29 01:27:39.132495
5773,35157,W_Complete application,User_18,2020-02-29 01:23:56.775294,2020-02-29 01:28:18.369653
7151,40014,W_Call after offers,User_33,2020-02-29 01:25:03.730339,2020-02-29 01:28:26.967636
5758,35170,W_Complete application,User_18,2020-02-29 01:28:18.369653,2020-02-29 01:31:17.220484
7154,35019,W_Complete application,User_30,2020-02-29 01:25:03.730339,2020-02-29 01:31:50.882273
2036,35184,W_Call after offers,User_18,2020-02-29 01:31:17.220484,2020-02-29 01:32:02.963595
3580,40016,W_Validate application,User_10,2020-02-29 01:27:23.488048,2020-02-29 01:32:31.775995
7105,40015,W_Validate application,User_24,2020-02-29 01:26:38.174021,2020-02-29 01:33:52.022848
3580,40021,W_Validate application,User_33,2020-02-29 01:32:31.775995,2020-02-29 01:34:10.760185
5778,35199,W_Call after offers,User_18,2020-02-29 01:32:02.963595,2020-02-29 01:34:18.094258
7114,34979,W_Complete application,User_95,2020-02-29 01:14:44.954404,2020-02-29 01:34:45.307559
7154,40020,W_Call after offers,User_2,2020-02-29 01:31:50.882273,2020-02-29 01:35:40.921693
7158,35023,W_Complete application,User_30,2020-02-29 01:31:50.882273,2020-02-29 01:36:01.661639
7105,40022,W_Call incomplete files,User_24,2020-02-29 01:33:52.022848,2020-02-29 01:38:30.226699
7186,35211,W_Complete application,User_18,2020-02-29 01:34:18.094258,2020-02-29 01:38:30.539566
7161,35026,W_Complete application,User_30,2020-02-29 01:36:01.661639,2020-02-29 01:39:13.872804
5751,35218,W_Call after offers,User_18,2020-02-29 01:38:30.539566,2020-02-29 01:39:16.001440
3557,35226,W_Call after offers,User_18,2020-02-29 01:39:16.001440,2020-02-29 01:40:00.245445
5751,40029,W_Call after offers,User_24,2020-02-29 01:39:16.001440,2020-02-29 01:40:11.041532
3580,40023,W_Validate application,User_10,2020-02-29 01:34:10.760185,2020-02-29 01:41:37.325410
5772,35237,W_Call after offers,User_18,2020-02-29 01:40:00.245445,2020-02-29 01:42:38.162560
7164,35029,W_Complete application,User_30,2020-02-29 01:39:13.872804,2020-02-29 01:42:38.595007
4447,35247,W_Call after offers,User_18,2020-02-29 01:42:38.162560,2020-02-29 01:43:43.971962
7186,40027,W_Complete application,User_2,2020-02-29 01:38:30.539566,2020-02-29 01:43:44.040531
7189,35260,W_Call after offers,User_18,2020-02-29 01:43:43.971962,2020-02-29 01:44:30.661167
3557,40030,W_Validate application,User_10,2020-02-29 01:41:37.325410,2020-02-29 01:45:21.024236
2845,35267,W_Call after offers,User_18,2020-02-29 01:44:30.661167,2020-02-29 01:45:21.847019
7164,40034,W_Call after offers,User_2,2020-02-29 01:43:44.040531,2020-02-29 01:46:08.630689
7161,40028,W_Complete application,User_33,2020-02-29 01:39:13.872804,2020-02-29 01:47:02.646706
5780,35275,W_Complete application,User_18,2020-02-29 01:45:21.847019,2020-02-29 01:47:32.403647
4450,35286,W_Call after offers,User_18,2020-02-29 01:47:32.403647,2020-02-29 01:48:11.816205
7189,40037,W_Validate application,User_10,2020-02-29 01:45:21.024236,2020-02-29 01:48:39.130979
7119,34984,W_Complete application,User_95,2020-02-29 01:34:45.307559,2020-02-29 01:49:46.958908
7186,40036,W_Complete application,User_24,2020-02-29 01:43:44.040531,2020-02-29 01:49:58.769885
7167,35032,W_Complete application,User_30,2020-02-29 01:42:38.595007,2020-02-29 01:51:26.934724
4447,40035,W_Validate application,User_33,2020-02-29 01:47:02.646706,2020-02-29 01:51:48.965432
5780,40042,W_Complete application,User_2,2020-02-29 01:47:32.403647,2020-02-29 01:52:56.463128
4434,35294,W_Complete application,User_18,2020-02-29 01:48:11.816205,2020-02-29 01:53:28.379302
4450,40043,W_Validate application,User_33,2020-02-29 01:51:48.965432,2020-02-29 01:54:09.527439
7186,40045,W_Complete application,User_10,2020-02-29 01:49:58.769885,2020-02-29 01:54:43.697981
4434,40049,W_Call after offers,User_2,2020-02-29 01:53:28.379302,2020-02-29 01:55:53.625942
7119,40044,W_Complete application,User_24,2020-02-29 01:49:58.769885,2020-02-29 01:55:55.835637
4433,35310,W_Complete application,User_18,2020-02-29 01:53:28.379302,2020-02-29 01:56:03.149457
4434,40051,W_Call after offers,User_24,2020-02-29 01:55:55.835637,2020-02-29 01:56:40.545830
7122,34987,W_Complete application,User_95,2020-02-29 01:49:46.958908,2020-02-29 01:57:25.169577
7171,35036,W_Complete application,User_30,2020-02-29 01:51:26.934724,2020-02-29 01:58:19.794711
7119,40052,W_Call after offers,User_10,2020-02-29 01:55:55.835637,2020-02-29 01:58:29.814204
5760,35320,W_Call after offers,User_18,2020-02-29 01:56:03.149457,2020-02-29 01:58:43.862568
5814,35328,W_Complete application,User_18,2020-02-29 01:58:43.862568,2020-02-29 01:59:02.813072
7186,40050,W_Complete application,User_33,2020-02-29 01:54:43.697981,2020-02-29 01:59:57.973479
5814,40058,W_Call after offers,User_24,2020-02-29 01:59:02.813072,2020-02-29 02:00:01.754678
7171,40056,W_Call after offers,User_2,2020-02-29 01:58:19.794711,2020-02-29 02:01:28.863471
5760,40057,W_Call after offers,User_33,2020-02-29 01:59:57.973479,2020-02-29 02:02:07.416598
5790,35338,W_Complete application,User_18,2020-02-29 01:59:02.813072,2020-02-29 02:02:17.349376
7175,35041,W_Complete application,User_30,2020-02-29 01:58:19.794711,2020-02-29 02:02:40.610534
5784,35348,W_Call after offers,User_18,2020-02-29 02:02:17.349376,2020-02-29 02:03:09.274195
7186,40059,W_Complete application,User_10,2020-02-29 01:59:57.973479,2020-02-29 02:04:20.155509
7175,40063,W_Call after offers,User_2,2020-02-29 02:02:40.610534,2020-02-29 02:05:25.026373
3675,35358,W_Call after offers,User_18,2020-02-29 02:03:09.274195,2020-02-29 02:05:29.231085
4468,35367,W_Call after offers,User_18,2020-02-29 02:05:29.231085,2020-02-29 02:06:13.408671
7175,40066,W_Call after offers,User_10,2020-02-29 02:05:25.026373,2020-02-29 02:06:43.639323
5784,40064,W_Validate application,User_33,2020-02-29 02:03:09.274195,2020-02-29 02:07:45.456146
7186,40065,W_Complete application,User_24,2020-02-29 02:04:20.155509,2020-02-29 02:09:29.390238
7178,35044,W_Complete application,User_30,2020-02-29 02:02:40.610534,2020-02-29 02:11:41.009240
7197,35373,W_Complete application,User_18,2020-02-29 02:06:13.408671,2020-02-29 02:12:15.901448
7197,40072,W_Call after offers,User_24,2020-02-29 02:12:15.901448,2020-02-29 02:13:36.302720
7126,34991,W_Complete application,User_95,2020-02-29 01:57:25.169577,2020-02-29 02:14:02.039596
7186,40070,W_Complete application,User_2,2020-02-29 02:09:29.390238,2020-02-29 02:14:32.878977
7181,35047,W_Complete application,User_30,2020-02-29 02:11:41.009240,2020-02-29 02:15:45.663739
5786,35385,W_Complete application,User_18,2020-02-29 02:12:15.901448,2020-02-29 02:16:33.146926
8311,39904,W_Complete application,User_10,2020-02-29 02:13:28.667621,2020-02-29 02:18:21.080866
7178,40071,W_Complete application,User_33,2020-02-29 02:11:41.009240,2020-02-29 02:19:16.795088
8311,40080,W_Call after offers,User_10,2020-02-29 02:18:21.080866,2020-02-29 02:19:37.128325
7186,40077,W_Complete application,User_2,2020-02-29 02:14:32.878977,2020-02-29 02:19:50.862570
5786,40079,W_Call after offers,User_24,2020-02-29 02:16:33.146926,2020-02-29 02:19:56.980754
7129,34994,W_Complete application,User_95,2020-02-29 02:14:02.039596,2020-02-29 02:20:37.137528
5662,35051,W_Complete application,User_30,2020-02-29 02:15:45.663739,2020-02-29 02:20:47.891671
5808,35392,W_Complete application,User_18,2020-02-29 02:16:33.146926,2020-02-29 02:21:20.529920
3461,35055,W_Call after offers,User_30,2020-02-29 02:20:47.891671,2020-02-29 02:21:39.126962
3469,35059,W_Call after offers,User_30,2020-02-29 02:21:39.126962,2020-02-29 02:22:29.085930
5808,40087,W_Call after offers,User_10,2020-02-29 02:21:20.529920,2020-02-29 02:23:22.651925
7181,40078,W_Complete application,User_33,2020-02-29 02:19:16.795088,2020-02-29 02:23:22.839358
4345,35062,W_Call after offers,User_30,2020-02-29 02:22:29.085930,2020-02-29 02:23:24.301299
5811,35400,W_Call after offers,User_18,2020-02-29 02:21:20.529920,2020-02-29 02:23:57.217967
5662,40086,W_Call after offers,User_24,2020-02-29 02:20:47.891671,2020-02-29 02:24:04.973334
5786,40084,W_Validate application,User_2,2020-02-29 02:19:56.980754,2020-02-29 02:24:50.979742
5811,40093,W_Call after offers,User_24,2020-02-29 02:24:04.973334,2020-02-29 02:24:58.539920
2379,35065,W_Call after offers,User_30,2020-02-29 02:23:24.301299,2020-02-29 02:25:40.423285
1727,35068,W_Call after offers,User_30,2020-02-29 02:25:40.423285,2020-02-29 02:26:50.085830
5786,40094,W_Validate application,User_10,2020-02-29 02:24:50.979742,2020-02-29 02:27:14.587944
2735,35073,W_Call after offers,User_30,2020-02-29 02:26:50.085830,2020-02-29 02:27:43.123363
7201,35408,W_Complete application,User_18,2020-02-29 02:23:57.217967,2020-02-29 02:27:57.671558
7181,40091,W_Complete application,User_2,2020-02-29 02:24:50.979742,2020-02-29 02:28:43.574996
7129,40085,W_Complete application,User_33,2020-02-29 02:23:22.839358,2020-02-29 02:28:52.135591
5697,35076,W_Call after offers,User_30,2020-02-29 02:27:43.123363,2020-02-29 02:29:11.059423
2735,40099,W_Call after offers,User_2,2020-02-29 02:28:43.574996,2020-02-29 02:29:47.618186
4345,40092,W_Call after offers,User_33,2020-02-29 02:28:52.135591,2020-02-29 02:29:49.277893
7131,34996,W_Complete application,User_95,2020-02-29 02:20:37.137528,2020-02-29 02:30:18.906982
7129,40102,W_Call after offers,User_10,2020-02-29 02:28:52.135591,2020-02-29 02:31:24.501628
7181,40101,W_Call after offers,User_24,2020-02-29 02:28:43.574996,2020-02-29 02:31:28.284029
5701,35079,W_Complete application,User_30,2020-02-29 02:29:11.059423,2020-02-29 02:32:51.242517
7204,35420,W_Complete application,User_18,2020-02-29 02:27:57.671558,2020-02-29 02:33:04.083992
7129,40107,W_Validate application,User_2,2020-02-29 02:31:24.501628,2020-02-29 02:33:29.948466
7205,35421,W_Handle leads,User_18,2020-02-29 02:33:04.083992,2020-02-29 02:33:46.023589
5704,35084,W_Call after offers,User_30,2020-02-29 02:32:51.242517,2020-02-29 02:34:03.542621
7211,35431,W_Handle leads,User_18,2020-02-29 02:33:46.023589,2020-02-29 02:34:40.956842
7201,40100,W_Call after offers,User_33,2020-02-29 02:29:49.277893,2020-02-29 02:35:01.269800
7204,40110,W_Call after offers,User_10,2020-02-29 02:33:04.083992,2020-02-29 02:35:37.489158
7181,40108,W_Call after offers,User_33,2020-02-29 02:35:01.269800,2020-02-29 02:37:00.190228
4362,35088,W_Call after offers,User_30,2020-02-29 02:34:03.542621,2020-02-29 02:37:02.348550
7211,40114,W_Handle leads,User_2,2020-02-29 02:34:40.956842,2020-02-29 02:37:20.475054
5701,40109,W_Complete application,User_24,2020-02-29 02:32:51.242517,2020-02-29 02:37:22.017901
5900,35444,W_Call after offers,User_18,2020-02-29 02:34:40.956842,2020-02-29 02:37:22.239010
7135,35000,W_Complete application,User_95,2020-02-29 02:30:18.906982,2020-02-29 02:37:33.369655
7181,40117,W_Call after offers,User_10,2020-02-29 02:37:00.190228,2020-02-29 02:38:02.226395
2911,35452,W_Call after offers,User_18,2020-02-29 02:37:22.239010,2020-02-29 02:38:21.153158
5900,40121,W_Call after offers,User_2,2020-02-29 02:37:22.239010,2020-02-29 02:38:22.725224
7204,40116,W_Call after offers,User_24,2020-02-29 02:37:22.017901,2020-02-29 02:38:25.401197
5707,35093,W_Complete application,User_30,2020-02-29 02:37:02.348550,2020-02-29 02:38:57.337694
2911,40124,W_Call after offers,User_10,2020-02-29 02:38:21.153158,2020-02-29 02:39:05.629607
5888,35461,W_Call after offers,User_18,2020-02-29 02:38:21.153158,2020-02-29 02:39:09.218653
7181,40123,W_Call after offers,User_24,2020-02-29 02:38:25.401197,2020-02-29 02:39:14.980882
7201,40115,W_Validate application,User_33,2020-02-29 02:37:00.190228,2020-02-29 02:39:46.469441
5908,35468,W_Call after offers,User_18,2020-02-29 02:39:09.218653,2020-02-29 02:40:45.415463
2849,35480,W_Call after offers,User_18,2020-02-29 02:40:45.415463,2020-02-29 02:41:22.791122
7201,40130,W_Validate application,User_24,2020-02-29 02:39:46.469441,2020-02-29 02:42:28.311827
5902,35488,W_Call after offers,User_18,2020-02-29 02:41:22.791122,2020-02-29 02:43:04.740947
5794,35495,W_Call after offers,User_18,2020-02-29 02:43:04.740947,2020-02-29 02:43:46.577312
2911,40128,W_Validate application,User_2,2020-02-29 02:39:05.629607,2020-02-29 02:43:53.265594
5908,40131,W_Validate application,User_10,2020-02-29 02:40:45.415463,2020-02-29 02:44:02.328641
7138,35003,W_Complete application,User_95,2020-02-29 02:37:33.369655,2020-02-29 02:45:04.177721
7135,40122,W_Call after offers,User_33,2020-02-29 02:39:46.469441,2020-02-29 02:45:37.482556
4493,35504,W_Call after offers,User_18,2020-02-29 02:43:46.577312,2020-02-29 02:45:44.970881
2911,40135,W_Validate application,User_2,2020-02-29 02:43:53.265594,2020-02-29 02:46:14.412043
7181,40129,W_Call after offers,User_33,2020-02-29 02:45:37.482556,2020-02-29 02:46:36.982976
5714,35100,W_Complete application,User_30,2020-02-29 02:38:57.337694,2020-02-29 02:47:19.775108
5838,35514,W_Call after offers,User_18,2020-02-29 02:45:44.970881,2020-02-29 02:47:42.002447
5908,40136,W_Validate application,User_33,2020-02-29 02:46:36.982976,2020-02-29 02:48:31.773523
5622,35523,W_Call after offers,User_18,2020-02-29 02:47:42.002447,2020-02-29 02:48:32.527449
7138,40137,W_Call after offers,User_24,2020-02-29 02:45:04.177721,2020-02-29 02:49:01.132985
4502,35529,W_Call after offers,User_18,2020-02-29 02:48:32.527449,2020-02-29 02:49:11.717090
5714,40142,W_Call after offers,User_2,2020-02-29 02:47:19.775108,2020-02-29 02:49:55.522057
7135,40138,W_Validate application,User_10,2020-02-29 02:45:37.482556,2020-02-29 02:49:58.389857
7141,35006,W_Complete application,User_95,2020-02-29 02:45:04.177721,2020-02-29 02:51:08.430717
5908,40143,W_Validate application,User_33,2020-02-29 02:48:31.773523,2020-02-29 02:51:25.732171
4502,40145,W_Validate application,User_10,2020-02-29 02:49:58.389857,2020-02-29 02:51:36.869107
5841,35537,W_Call after offers,User_18,2020-02-29 02:49:11.717090,2020-02-29 02:51:48.565985
5736,35107,W_Complete application,User_30,2020-02-29 02:47:19.775108,2020-02-29 02:52:09.577061
4396,35115,W_Call after offers,User_30,2020-02-29 02:52:09.577061,2020-02-29 02:53:52.125796
3778,35542,W_Call after offers,User_18,2020-02-29 02:51:48.565985,2020-02-29 02:54:30.068079
7138,40144,W_Validate application,User_24,2020-02-29 02:49:01.132985,2020-02-29 02:55:04.379858
5930,35547,W_Call after offers,User_18,2020-02-29 02:54:30.068079,2020-02-29 02:55:24.016374
5733,35124,W_Call after offers,User_30,2020-02-29 02:53:52.125796,2020-02-29 02:55:40.544501
3778,40151,W_Call after offers,User_24,2020-02-29 02:55:04.379858,2020-02-29 02:56:03.210143
5736,40149,W_Complete application,User_2,2020-02-29 02:52:09.577061,2020-02-29 02:56:03.772757
4421,35130,W_Call after offers,User_30,2020-02-29 02:55:40.544501,2020-02-29 02:56:34.786075
7138,40152,W_Call incomplete files,User_10,2020-02-29 02:55:04.379858,2020-02-29 02:57:49.936083
4396,40150,W_Validate application,User_33,2020-02-29 02:53:52.125796,2020-02-29 02:57:59.757191
4385,35137,W_Call after offers,User_30,2020-02-29 02:56:34.786075,2020-02-29 02:58:57.637629
7219,35549,W_Complete application,User_18,2020-02-29 02:55:24.016374,2020-02-29 02:59:07.084584
5755,35144,W_Call after offers,User_30,2020-02-29 02:58:57.637629,2020-02-29 02:59:59.047878
7144,35009,W_Complete application,User_95,2020-02-29 02:51:08.430717,2020-02-29 03:00:16.244885
4396,40159,W_Call incomplete files,User_10,2020-02-29 02:57:59.757191,2020-02-29 03:00:28.526665
4404,35155,W_Call after offers,User_30,2020-02-29 02:59:59.047878,2020-02-29 03:00:43.064598
5845,35555,W_Complete application,User_18,2020-02-29 02:59:07.084584,2020-02-29 03:01:38.192555
7138,40158,W_Call incomplete files,User_24,2020-02-29 02:57:49.936083,2020-02-29 03:01:45.422718
5767,35168,W_Call after offers,User_30,2020-02-29 03:00:43.064598,2020-02-29 03:01:46.871972
3553,35176,W_Call after offers,User_30,2020-02-29 03:01:46.871972,2020-02-29 03:02:23.285368
5736,40156,W_Complete application,User_2,2020-02-29 02:56:03.772757,2020-02-29 03:02:45.981664
4421,40157,W_Validate application,User_33,2020-02-29 02:57:59.757191,2020-02-29 03:02:50.488114
7138,40167,W_Validate application,User_10,2020-02-29 03:01:45.422718,2020-02-29 03:03:07.321684
4404,40165,W_Call after offers,User_33,2020-02-29 03:02:50.488114,2020-02-29 03:03:46.507549
3868,35561,W_Call after offers,User_18,2020-02-29 03:01:38.192555,2020-02-29 03:04:06.518843
4396,40164,W_Validate application,User_2,2020-02-29 03:02:45.981664,2020-02-29 03:05:09.716913
7147,35012,W_Complete application,User_95,2020-02-29 03:00:16.244885,2020-02-29 03:05:57.766340
5845,40166,W_Complete application,User_24,2020-02-29 03:01:45.422718,2020-02-29 03:06:09.702104
5763,35192,W_Complete application,User_30,2020-02-29 03:02:23.285368,2020-02-29 03:07:52.984041
